model,idiom,language,cluster
LaBSE,Free market,English,21
LaBSE,Open market,English,21
LaBSE,peanuts,English,14
LaBSE,nickel-and-dime stuff,English,16
LaBSE,Fresh air,English,32
LaBSE,Open air,English,21
LaBSE,Open mind,English,34
LaBSE,straightforward,English,22
LaBSE,above board,English,33
LaBSE,airy and spacious,English,16
LaBSE,open-plan,English,6
LaBSE,letting it all hang out,English,42
LaBSE,dressed provocatively,English,46
LaBSE,deed of gift,English,6
LaBSE,quitclaim deed,English,6
LaBSE,All the stars align,English,42
LaBSE,Everything comes together,English,42
LaBSE,at one's fancy,English,33
LaBSE,by caprice,English,33
LaBSE,idle gossip,English,11
LaBSE,neat handwriting,English,31
LaBSE,copperplate script,English,13
LaBSE,In good spirits,English,33
LaBSE,Good humor,English,49
LaBSE,Cheerful mood,English,49
LaBSE,have a hide like a rhinoceros,English,10
LaBSE,grating complaint,English,11
LaBSE,harsh whining,English,11
LaBSE,haphazard,English,1
LaBSE,slipshod,English,30
LaBSE,at odds,English,33
LaBSE,To pig out,English,44
LaBSE,To eat like a pig,English,10
LaBSE,assembly of luminaries,English,6
LaBSE,conclave of experts,English,6
LaBSE,gathering of the great minds,English,6
LaBSE,without shame,English,1
LaBSE,bump and grind,English,16
LaBSE,shake one's tail feather,English,41
LaBSE,Stinks to high heaven,English,0
LaBSE,Reeks,English,14
LaBSE,distant kin,English,32
LaBSE,relation twice removed,English,6
LaBSE,a rolling stone,English,13
LaBSE,wild and free,English,16
LaBSE,daydreamer,English,40
LaBSE,Sky-high,English,21
LaBSE,Towering,English,14
LaBSE,rainwater,English,19
LaBSE,Holy water,English,19
LaBSE,Living water,English,19
LaBSE,Bosom buddies,English,21
LaBSE,tears from the heart,English,19
LaBSE,welling up inside,English,9
LaBSE,Administering last rites,English,49
LaBSE,Extreme unction,English,49
LaBSE,Swear on the Bible,English,0
LaBSE,Cross my heart and hope to die,English,25
LaBSE,Rob Peter to pay Paul,English,25
LaBSE,Easy to be wise with other people's money,English,25
LaBSE,self-financing,English,6
LaBSE,living off one's own labor,English,41
LaBSE,Free ride,English,21
LaBSE,to wash one's hands of,English,31
LaBSE,to root out,English,12
LaBSE,To wash one's hands of something,English,17
LaBSE,grand finale,English,6
LaBSE,climax of a series,English,6
LaBSE,undertaker,English,20
LaBSE,Unity in diversity,English,49
LaBSE,Melting pot,English,21
LaBSE,Cultural syncretism,English,49
LaBSE,Salt and pepper (especially for hair),English,45
LaBSE,A blend of precious metals,English,49
LaBSE,jerry-built construction,English,6
LaBSE,makeshift bricklaying,English,11
LaBSE,No direct equivalent; akin to 'performing last rites' or 'deathbed pilgrimage',English,25
LaBSE,Pilgrim to the holy river,English,28
LaBSE,Nada,English,8
LaBSE,Sweet nothing,English,5
LaBSE,Jack squat,English,21
LaBSE,Tenderfoot,English,21
LaBSE,Highway robbery,English,21
LaBSE,Shakedown,English,30
LaBSE,pay damages,English,23
LaBSE,make good the loss,English,23
LaBSE,Like cats and dogs,English,10
LaBSE,Bitter enemies under one roof,English,25
LaBSE,Clash of the titans,English,49
LaBSE,David and Goliath (for unequal rivalry),English,45
LaBSE,Built like a brick house,English,10
LaBSE,A lumbering giant,English,28
LaBSE,Battle of equals,English,49
LaBSE,High-browed,English,21
LaBSE,Elephantine forehead,English,43
LaBSE,Grumbling under one's breath,English,41
LaBSE,Muttering complaints,English,49
LaBSE,bursting to say,English,15
LaBSE,itching to tell,English,15
LaBSE,stomach is churning,English,29
LaBSE,feeling bloated,English,32
LaBSE,packed like sardines (for crowding),English,45
LaBSE,Grumble under one's breath,English,41
LaBSE,Mutter complaints,English,49
LaBSE,As big as an elephant,English,10
LaBSE,Hulking figure,English,21
LaBSE,small mismatched eyes,English,4
LaBSE,buck teeth,English,47
LaBSE,snaggletooth,English,48
LaBSE,Ivory tower,English,21
LaBSE,Fool's paradise,English,28
LaBSE,Live in an ivory tower,English,3
LaBSE,Surrounded on all sides,English,42
LaBSE,Caught in a web,English,0
LaBSE,Up to one's neck in troubles,English,41
LaBSE,The wrath of God,English,28
LaBSE,Divine retribution,English,49
LaBSE,Fly off the handle,English,34
LaBSE,All that glitters is not gold,English,5
LaBSE,will-o'-the-wisp,English,8
LaBSE,mirage,English,7
LaBSE,Muttering to oneself,English,41
LaBSE,broad-shouldered,English,48
LaBSE,Walk with the gait of an elephant,English,3
LaBSE,Strut like royalty,English,10
LaBSE,pothead,English,37
LaBSE,dope fiend,English,11
LaBSE,stomp off in a huff,English,9
LaBSE,march out angrily,English,46
LaBSE,Chasing rainbows,English,0
LaBSE,bellwether,English,14
LaBSE,Follow the leader,English,34
LaBSE,Like sheep to the slaughter,English,10
LaBSE,Sheeple,English,43
LaBSE,follow the herd,English,23
LaBSE,like sheep led to the slaughter,English,10
LaBSE,Going with the flow,English,0
LaBSE,Bandwagon effect,English,49
LaBSE,steady stream,English,32
LaBSE,unbroken flow,English,11
LaBSE,rattle off,English,12
LaBSE,like clockwork,English,10
LaBSE,rumble,English,30
LaBSE,clatter,English,12
LaBSE,all messed up,English,42
LaBSE,Made-up story,English,21
LaBSE,Fabrication,English,7
LaBSE,Rolling in money,English,0
LaBSE,kept in the dark,English,9
LaBSE,behind the veil,English,9
LaBSE,catch forty winks,English,23
LaBSE,take a catnap,English,23
LaBSE,wallow in despair,English,46
LaBSE,throw oneself on the ground in sorrow,English,9
LaBSE,To tailor to one's liking,English,44
LaBSE,To put one's own stamp on something,English,41
LaBSE,prearranged,English,2
LaBSE,match-fixing,English,6
LaBSE,throwing the game,English,23
LaBSE,Dragging one's feet,English,41
LaBSE,Lazing about,English,34
LaBSE,Taking it easy,English,34
LaBSE,strong as an ox but won't lift a finger,English,25
LaBSE,procrastination,English,7
LaBSE,lazing around,English,30
LaBSE,procrastinating,English,36
LaBSE,shirking one's duties,English,23
LaBSE,making excuses to slack off,English,23
LaBSE,empty as a drum,English,10
LaBSE,not a penny to one's name,English,5
LaBSE,"Vox populi, vox Dei (The voice of the people is the voice of God)",English,25
LaBSE,mob justice,English,6
LaBSE,lynching,English,30
LaBSE,Power to the people,English,49
LaBSE,Strength in numbers,English,49
LaBSE,Public enemy,English,21
LaBSE,Enemy of the state,English,28
LaBSE,Spot on,English,34
LaBSE,To a tee,English,8
LaBSE,Just right,English,8
LaBSE,family and friends,English,16
LaBSE,Pack up and go home,English,16
LaBSE,Have the ear of God,English,41
LaBSE,slap in the face,English,26
LaBSE,in a state of confusion,English,33
LaBSE,bustling hamlet,English,11
LaBSE,thriving rural community,English,6
LaBSE,in the middle of nowhere,English,33
LaBSE,the boondocks,English,14
LaBSE,Complete idiot,English,42
LaBSE,Numbskull,English,21
LaBSE,a plethora of,English,22
LaBSE,Besieged on all sides,English,42
LaBSE,Caught in the clutches,English,0
LaBSE,cat's paw,English,43
LaBSE,tool of the trade,English,6
LaBSE,instrument of someone,English,17
LaBSE,fish in troubled waters,English,19
LaBSE,make oneself scarce in the confusion,English,9
LaBSE,know one's limits,English,23
LaBSE,stay within bounds,English,9
LaBSE,a mere trickle,English,24
LaBSE,Paying respects to ancestors,English,49
LaBSE,Honoring the departed,English,49
LaBSE,Little knowledge is a dangerous thing,English,25
LaBSE,Overeat to the brim,English,0
LaBSE,in good shape,English,33
LaBSE,fit as a fiddle,English,10
LaBSE,slothful idler,English,11
LaBSE,put one's back into it,English,23
LaBSE,get off one's butt,English,41
LaBSE,put one's nose to the grindstone,English,41
LaBSE,Lazy bones,English,21
LaBSE,Couch potato lifestyle,English,3
LaBSE,Take it easy,English,34
LaBSE,To put on weight,English,44
LaBSE,To fill out,English,44
LaBSE,To rust from disuse,English,44
LaBSE,To go to seed,English,44
LaBSE,To vegetate,English,44
LaBSE,sitting on one's hands,English,31
LaBSE,Crying over spilled milk,English,46
LaBSE,No use crying over spilt milk,English,5
LaBSE,lay to rest,English,36
LaBSE,send off to the afterlife,English,9
LaBSE,to sort something out,English,23
LaBSE,to find a way,English,23
LaBSE,to make arrangements,English,36
LaBSE,In a dilemma,English,33
LaBSE,At a loss for what to do,English,44
LaBSE,Caught in a quandary,English,0
LaBSE,how the wind blows,English,8
LaBSE,solution,English,7
LaBSE,modus operandi,English,6
LaBSE,way of the world,English,6
LaBSE,fortune's decree,English,6
LaBSE,slothful,English,48
LaBSE,no other choice,English,5
LaBSE,alternative option,English,6
LaBSE,Choked up,English,2
LaBSE,Voice trembling with emotion,English,46
LaBSE,slowpoke,English,30
LaBSE,lumbering oaf,English,13
LaBSE,At a snail's pace,English,0
LaBSE,Slow as molasses,English,10
LaBSE,Laissez-faire attitude,English,49
LaBSE,Slack off,English,34
LaBSE,Egoistic pride,English,49
LaBSE,counting house,English,39
LaBSE,Seat of power,English,21
LaBSE,On the throne,English,33
LaBSE,Overkill,English,21
LaBSE,Be careful what you wish for,English,25
LaBSE,Beat someone until they howl,English,17
LaBSE,Make someone cry out in agony,English,17
LaBSE,Build up and knock down,English,16
LaBSE,Butter up and then dump,English,16
LaBSE,follow one's nose,English,47
LaBSE,sniff out the trail,English,23
LaBSE,to smell a rat,English,23
LaBSE,to get wind of something,English,23
LaBSE,notable figures,English,6
LaBSE,dignitaries,English,20
LaBSE,persons of note,English,20
LaBSE,Sworn enemies,English,49
LaBSE,Natural foes,English,49
LaBSE,Cool as a cucumber,English,10
LaBSE,Steady as a rock,English,10
LaBSE,A dark horse,English,43
LaBSE,resounding with echoes,English,46
LaBSE,filled with a deep hum,English,46
LaBSE,being lazy,English,36
LaBSE,Acting blindly,English,34
LaBSE,Working in the shadows,English,0
LaBSE,crypto-Hindu,English,21
LaBSE,a Hindu at heart,English,28
LaBSE,Like a bad habit that's hard to break,English,25
LaBSE,a necessary evil,English,11
LaBSE,like a bad penny that always turns up,English,25
LaBSE,turncoat,English,18
LaBSE,defector,English,20
LaBSE,party hopper,English,13
LaBSE,purr,English,12
LaBSE,purring like a cat,English,10
LaBSE,bright red,English,32
LaBSE,glowing crimson,English,27
LaBSE,growl,English,12
LaBSE,grr,English,30
LaBSE,out of necessity,English,22
LaBSE,necessity is the mother of invention,English,25
LaBSE,Necessity knows no law,English,5
LaBSE,Beggars can't be choosers,English,5
LaBSE,Warm winter clothes,English,25
LaBSE,Heavy woolens,English,21
LaBSE,breaking news,English,6
LaBSE,hot off the press,English,9
LaBSE,juicy gossip,English,11
LaBSE,Fresh out of the oven,English,0
LaBSE,put on an act,English,23
LaBSE,play pretend,English,23
LaBSE,fake it,English,12
LaBSE,heated words,English,15
LaBSE,fiery mood,English,27
LaBSE,Doesn't add up,English,5
LaBSE,The numbers don't match,English,5
LaBSE,my humble abode,English,32
LaBSE,my modest home,English,39
LaBSE,The poor and downtrodden,English,16
LaBSE,The have-nots,English,8
LaBSE,Living beyond one's means,English,0
LaBSE,Keeping up with the Joneses,English,0
LaBSE,dumb as an ox,English,10
LaBSE,thick as a brick,English,10
LaBSE,look high and low,English,16
LaBSE,search far and wide,English,16
LaBSE,coward who takes it lying down,English,3
LaBSE,Get an idea,English,34
LaBSE,A bright idea,English,21
LaBSE,Deep slumber,English,21
LaBSE,"Too little, too late",English,25
LaBSE,In a panic and disoriented,English,16
LaBSE,Let sleeping dogs lie,English,25
LaBSE,dumb as a donkey,English,10
LaBSE,ass (fool),English,45
LaBSE,Screech like a banshee,English,10
LaBSE,Voice like a crow,English,10
LaBSE,birth pangs,English,32
LaBSE,labor pains (metaphorical),English,45
LaBSE,prolonged agony,English,11
LaBSE,stillborn,English,1
LaBSE,abortive effort,English,11
LaBSE,getting hot under the collar,English,9
LaBSE,Millstone around one's neck,English,41
LaBSE,White elephant,English,43
LaBSE,Albatross around one's neck,English,41
LaBSE,Has ants in one's pants,English,41
LaBSE,Like a cat on a hot tin roof,English,10
LaBSE,make a mistake,English,36
LaBSE,slip-up,English,30
LaBSE,Drenched in sweat,English,46
LaBSE,Sweating like a pig,English,10
LaBSE,on a leash,English,33
LaBSE,wearing the collar,English,23
LaBSE,scarf,English,18
LaBSE,muffler,English,20
LaBSE,Humbly begging,English,46
LaBSE,Raise one's voice,English,41
LaBSE,Speak up,English,15
LaBSE,Shout from the rooftops,English,0
LaBSE,to stab in the back,English,9
LaBSE,to rip someone off,English,17
LaBSE,ruthless villain,English,11
LaBSE,Off the beaten path,English,0
LaBSE,cut-throat bargain,English,13
LaBSE,Daylight robbery,English,21
LaBSE,Exorbitant prices,English,49
LaBSE,overly familiar,English,22
LaBSE,Keep one's voice down,English,41
LaBSE,Speak softly,English,15
LaBSE,Lower one's voice,English,41
LaBSE,Have someone by the throat,English,17
LaBSE,Go for the jugular,English,44
LaBSE,Grab by the throat,English,47
LaBSE,Speak up loudly,English,15
LaBSE,up to one's neck,English,37
LaBSE,Green as grass,English,10
LaBSE,wet one's whistle,English,13
LaBSE,The ABCs of,English,8
LaBSE,old as Methuselah,English,10
LaBSE,ancient as the hills,English,10
LaBSE,frog in one's throat (for hoarseness),English,45
LaBSE,lump in one's throat (emotional blockage),English,45
LaBSE,Lose one's voice,English,41
LaBSE,Strutting like a peacock,English,10
LaBSE,Puffed up with pride,English,46
LaBSE,scarf for the neck,English,37
LaBSE,Voice giving out,English,21
LaBSE,save one's neck,English,41
LaBSE,save one's skin,English,23
LaBSE,raise a hue and cry,English,16
LaBSE,yell one's head off,English,37
LaBSE,empty rhetoric,English,11
LaBSE,Voice cracking,English,21
LaBSE,Losing one's voice,English,41
LaBSE,Wasted,English,2
LaBSE,Three sheets to the wind,English,0
LaBSE,Out cold,English,34
LaBSE,Put on a deep voice,English,34
LaBSE,Speak in a gruff tone,English,15
LaBSE,Warm up one's voice,English,41
LaBSE,Practice scales,English,21
LaBSE,Drag someone kicking and screaming,English,17
LaBSE,To have someone on the hook,English,17
LaBSE,To hold a mortgage on someone,English,17
LaBSE,to have someone by the throat,English,17
LaBSE,to twist someone's arm for payment,English,17
LaBSE,in over one's head,English,37
LaBSE,drowning in,English,2
LaBSE,head over heels in love,English,9
LaBSE,madly in love,English,46
LaBSE,Make a stink,English,34
LaBSE,A millstone around one's neck,English,41
LaBSE,To be a burden on someone,English,17
LaBSE,To put someone to shame,English,17
LaBSE,To humiliate publicly,English,44
LaBSE,Put a gun to someone's head,English,17
LaBSE,stab in the back,English,9
LaBSE,cut one's throat figuratively,English,41
LaBSE,cut one's own throat,English,41
LaBSE,wish the ground would swallow one up,English,25
LaBSE,To become a burden,English,44
LaBSE,To hang around one's neck,English,41
LaBSE,Put one's foot on someone's neck,English,17
LaBSE,Grind under one's heel,English,41
LaBSE,stick in one's throat,English,47
LaBSE,a lump in one's throat,English,47
LaBSE,catcall,English,18
LaBSE,jeer from the back,English,9
LaBSE,loud mouth,English,47
LaBSE,to fill one's belly,English,23
LaBSE,to eat one's fill,English,29
LaBSE,No hard feelings,English,5
LaBSE,Let bygones be bygones,English,44
LaBSE,gossip,English,30
LaBSE,Spinning yarns,English,21
LaBSE,Going on and on,English,16
LaBSE,muttering in annoyance,English,46
LaBSE,Shop around,English,34
LaBSE,Window shopping,English,21
LaBSE,Browse the stores,English,34
LaBSE,whipped,English,2
LaBSE,finery and jewels,English,16
LaBSE,family heirlooms,English,38
LaBSE,ferry boat,English,13
LaBSE,passenger steamer,English,20
LaBSE,wild goose chase,English,43
LaBSE,A big fish in a small pond,English,25
LaBSE,As big as all outdoors,English,42
LaBSE,Sprawling like a small town,English,10
LaBSE,family roots,English,38
LaBSE,pedigree,English,7
LaBSE,lineage,English,7
LaBSE,yelling at the top of one's lungs,English,41
LaBSE,bellowing in anger,English,46
LaBSE,The sky is the limit (in a negative sense of excess),English,45
LaBSE,yokel,English,18
LaBSE,hick,English,18
LaBSE,Knock on wood (for protection),English,45
LaBSE,Fingers crossed (for good luck),English,45
LaBSE,Shouting one's head off,English,41
LaBSE,Talking nonsense,English,15
LaBSE,Spouting rubbish,English,21
LaBSE,Talking out of one's hat,English,41
LaBSE,cock and bull story,English,16
LaBSE,fish story,English,6
LaBSE,dipping into one's savings,English,9
LaBSE,breaking the piggy bank,English,3
LaBSE,pickpocket,English,18
LaBSE,cutpurse,English,18
LaBSE,Burning a hole in one's pocket,English,3
LaBSE,Strange bedfellows,English,49
LaBSE,Marriage of convenience,English,38
LaBSE,hard-earned money,English,32
LaBSE,Tie a string around one's finger,English,41
LaBSE,Tie a knot in one's handkerchief,English,41
LaBSE,Ripped and muscular,English,16
LaBSE,self-appointed leader,English,20
LaBSE,To flop down,English,44
LaBSE,To collapse in a heap,English,44
LaBSE,take to heart,English,36
LaBSE,mind something,English,36
LaBSE,give ear,English,47
LaBSE,Turn green with envy,English,46
LaBSE,To make one's skin crawl,English,44
LaBSE,To get one's hackles up,English,44
LaBSE,To make one's blood boil,English,44
LaBSE,under wraps,English,33
LaBSE,hidden in plain sight,English,4
LaBSE,Thirsting for revenge,English,49
LaBSE,shiver in one's boots,English,9
LaBSE,have one's knees knocking,English,41
LaBSE,skin crawl,English,13
LaBSE,feel queasy,English,36
LaBSE,Have butterflies in one's stomach (for unease),English,45
LaBSE,Feel like throwing up,English,10
LaBSE,Feeling under the weather,English,0
LaBSE,Running a low-grade fever,English,0
LaBSE,To feel queasy,English,44
LaBSE,To have one's stomach turn,English,44
LaBSE,break a sweat,English,23
LaBSE,work up a sweat,English,23
LaBSE,Cozy up to someone,English,17
LaBSE,Suck up to,English,34
LaBSE,fault-finding,English,6
LaBSE,poking holes,English,13
LaBSE,Clingy person,English,20
LaBSE,Like a leech,English,10
LaBSE,to butter up,English,12
LaBSE,to suck up to,English,12
LaBSE,to cozy up to,English,36
LaBSE,lackadaisical,English,1
LaBSE,half-hearted,English,48
LaBSE,A balm to the soul,English,49
LaBSE,Feeling refreshed,English,49
LaBSE,hits the spot,English,9
LaBSE,goes down well,English,9
LaBSE,strong-arm tactics,English,6
LaBSE,bullying one's way,English,23
LaBSE,To bad-mouth,English,44
LaBSE,To slander,English,44
LaBSE,Might makes right,English,8
LaBSE,Brute force,English,21
LaBSE,To get one's blood boiling,English,44
LaBSE,To burn with rage,English,46
LaBSE,shake a leg,English,23
LaBSE,dust oneself off,English,23
LaBSE,burn with jealousy,English,46
LaBSE,Make one's skin crawl,English,41
LaBSE,Shake off the cobwebs,English,34
LaBSE,feel under the weather,English,9
LaBSE,Talk in hints,English,15
LaBSE,go into hiding,English,36
LaBSE,lie low,English,36
LaBSE,take cover,English,36
LaBSE,To sprawl out,English,44
LaBSE,To drop like a sack of potatoes,English,10
LaBSE,Get out of bed,English,34
LaBSE,Rise and shine,English,16
LaBSE,pay attention,English,36
LaBSE,take interest,English,36
LaBSE,Not know one's ABCs,English,5
LaBSE,Zero knowledge of something,English,5
LaBSE,tight-fitting,English,2
LaBSE,form-fitting,English,7
LaBSE,to stretch one's legs,English,23
LaBSE,to get out and about,English,36
LaBSE,To take it lying down,English,44
LaBSE,To grin and bear it,English,16
LaBSE,To swallow one's pride,English,41
LaBSE,feeling sluggish,English,11
LaBSE,feeling like a lump on a log,English,10
LaBSE,Get one's act together,English,41
LaBSE,Feel out of sorts,English,34
LaBSE,buckle down,English,12
LaBSE,get stuck in,English,36
LaBSE,water off a duck's back,English,19
LaBSE,develop a thick skin,English,23
LaBSE,To get cozy,English,44
LaBSE,To snuggle up,English,44
LaBSE,To get close and personal,English,16
LaBSE,bear witness,English,36
LaBSE,give evidence,English,23
LaBSE,The grass is greener on the other side,English,25
LaBSE,Love child (pejorative),English,45
LaBSE,Use and discard,English,16
LaBSE,Burn bridges after crossing,English,0
LaBSE,Don't count your chickens before they're hatched,English,25
LaBSE,Gear up for hard work,English,0
LaBSE,stark raving mad,English,11
LaBSE,completely out of one's mind,English,42
LaBSE,Ancient as time,English,40
LaBSE,greenery,English,7
LaBSE,vegetation,English,7
LaBSE,flora,English,14
LaBSE,put on a pedestal,English,23
LaBSE,flatter to the skies,English,9
LaBSE,blow smoke up one's skirt,English,41
LaBSE,Snug fit,English,21
LaBSE,Tight as a drum,English,10
LaBSE,Pull the rug out from under someone,English,17
LaBSE,Leave in the lurch,English,34
LaBSE,Leave someone high and dry,English,17
LaBSE,Kick away the ladder,English,34
LaBSE,Having one's cake and eating it too,English,25
LaBSE,Strapping lad,English,21
LaBSE,in a hole,English,33
LaBSE,To flunk an exam,English,44
LaBSE,To bomb a test,English,44
LaBSE,To fall flat,English,44
LaBSE,go underground,English,9
LaBSE,Looking out for number one,English,25
LaBSE,Numskull,English,21
LaBSE,Dunderhead,English,37
LaBSE,henpecked husband,English,38
LaBSE,blind follower,English,20
LaBSE,wheels,English,14
LaBSE,transportation,English,7
LaBSE,put on airs,English,23
LaBSE,act high and mighty,English,16
LaBSE,Live in the lap of luxury,English,0
LaBSE,Live like a king,English,10
LaBSE,Live high on the hog,English,0
LaBSE,Miss the bus,English,34
LaBSE,Killing the goose that lays the golden eggs,English,3
LaBSE,Asshole,English,18
LaBSE,Dickhead,English,37
LaBSE,Jerk,English,18
LaBSE,dumbass,English,18
LaBSE,asshole (as an insult for stupidity),English,45
LaBSE,Pig out,English,34
LaBSE,settling for scraps,English,6
LaBSE,getting the short end of the stick,English,23
LaBSE,seething with anger,English,46
LaBSE,packed like sardines,English,10
LaBSE,jam-packed,English,2
LaBSE,You ass!,English,8
LaBSE,Knocking some sense into someone,English,17
LaBSE,Turning a sow's ear into a silk purse,English,3
LaBSE,Donkey work,English,43
LaBSE,Grunt work,English,21
LaBSE,Not worth the sweat,English,5
LaBSE,Slave wages for heavy toil,English,25
LaBSE,give a good thrashing,English,23
LaBSE,bellowing like a bull,English,10
LaBSE,caterwauling,English,14
LaBSE,creaky and stiff,English,16
LaBSE,doddering along,English,30
LaBSE,stiff in the joints,English,9
LaBSE,love marriage,English,38
LaBSE,elopement,English,7
LaBSE,common-law marriage,English,38
LaBSE,To line one's pockets,English,41
LaBSE,To pocket something dishonestly,English,44
LaBSE,dropping the ball,English,23
LaBSE,let one's guard down,English,23
LaBSE,pear-shaped,English,13
LaBSE,pot-bellied,English,2
LaBSE,Make one's hair stand on end,English,41
LaBSE,Give someone the creeps,English,17
LaBSE,work off a debt,English,23
LaBSE,pay in sweat,English,9
LaBSE,squaring accounts,English,6
LaBSE,calling it even,English,22
LaBSE,No rest for the wicked,English,5
LaBSE,Sins will find you out,English,25
LaBSE,Get chills down one's spine,English,41
LaBSE,All sizzle and no steak,English,5
LaBSE,To get cocky,English,44
LaBSE,To strut one's stuff,English,44
LaBSE,to spit on someone,English,17
LaBSE,to pour scorn on,English,12
LaBSE,to hold in contempt,English,36
LaBSE,to butter someone up,English,17
LaBSE,to cozy up to someone,English,17
LaBSE,to pester for attention,English,23
LaBSE,stick like glue (unwantedly),English,45
LaBSE,uninvited guest,English,1
LaBSE,a nuisance that clings,English,11
LaBSE,jump down someone's throat,English,17
LaBSE,get in someone's face,English,17
LaBSE,To shirk one's duties,English,41
LaBSE,To loaf around,English,44
LaBSE,To dodge responsibility,English,44
LaBSE,Get under one's skin,English,41
LaBSE,Burning with rage,English,46
LaBSE,let it roll off one's back,English,23
LaBSE,snug,English,48
LaBSE,close-quarters,English,7
LaBSE,Put on weight,English,34
LaBSE,Fill out,English,34
LaBSE,Take it personally,English,34
LaBSE,Hit a nerve,English,34
LaBSE,Haldi ceremony (in Indian wedding traditions),English,45
LaBSE,Raise one's hand against someone,English,17
LaBSE,The pot calling the kettle black,English,3
LaBSE,People in glass houses shouldn't throw stones,English,25
LaBSE,Tan someone's hide,English,17
LaBSE,Take one's revenge,English,34
LaBSE,blow off steam,English,23
LaBSE,let off steam,English,23
LaBSE,vent one's spleen,English,41
LaBSE,empty stomach,English,29
LaBSE,going hungry,English,29
LaBSE,Vanished into thin air,English,0
LaBSE,Gone missing,English,5
LaBSE,to make off with,English,36
LaBSE,buried treasure,English,11
LaBSE,pot of gold,English,32
LaBSE,get something off one's chest,English,17
LaBSE,to badmouth,English,12
LaBSE,to speak ill of someone,English,17
LaBSE,All decked out,English,42
LaBSE,a closed book,English,32
LaBSE,tight-lipped,English,2
LaBSE,an enigma,English,7
LaBSE,To stick one's neck out and get it chopped off,English,41
LaBSE,ear-to-ear grin,English,47
LaBSE,beam from ear to ear,English,47
LaBSE,all talk no action,English,5
LaBSE,empty boasts,English,11
LaBSE,Big name,English,21
LaBSE,Empty promises,English,49
LaBSE,beam with joy,English,46
LaBSE,Don't judge a book by its cover,English,5
LaBSE,verbal abuse,English,11
LaBSE,tongue-lashing,English,47
LaBSE,know one's ABCs,English,23
LaBSE,tread carefully,English,23
LaBSE,walk on eggshells,English,9
LaBSE,Charging through the nose,English,0
LaBSE,Fleecing someone,English,17
LaBSE,a slap in the face,English,26
LaBSE,black mark on one's reputation,English,25
LaBSE,Hand over mouth in shock,English,0
LaBSE,Struck dumb with surprise,English,46
LaBSE,abuzz with activity,English,46
LaBSE,humming with crowds,English,46
LaBSE,Vulture (for greed and scavenging),English,45
LaBSE,Sly fox (for cunning and unclean traits),English,45
LaBSE,playing house,English,39
LaBSE,homely ways,English,39
LaBSE,little homemaker,English,39
LaBSE,prim and proper,English,16
LaBSE,acting like a fishwife,English,10
LaBSE,playing the matron,English,23
LaBSE,weak stomach,English,32
LaBSE,can't stomach much,English,5
LaBSE,Chameleon (figurative),English,45
LaBSE,hideout,English,14
LaBSE,secret lair,English,11
LaBSE,Fool's gold,English,21
LaBSE,broken record,English,11
LaBSE,same old song and dance,English,16
LaBSE,pushing and shoving,English,16
LaBSE,throw a curveball,English,23
LaBSE,googly,English,48
LaBSE,more than one can handle,English,25
LaBSE,pseudo-intellectualism,English,11
LaBSE,affected erudition,English,11
LaBSE,murmur,English,12
LaBSE,buzz,English,30
LaBSE,whispering,English,30
LaBSE,whispering behind one's back,English,41
LaBSE,hatching a plot,English,23
LaBSE,keep one's cards close to the chest,English,41
LaBSE,Make ends meet,English,34
LaBSE,Get by,English,34
LaBSE,on tiptoe,English,33
LaBSE,creeping along,English,30
LaBSE,inch by inch,English,24
LaBSE,Curl up into a ball,English,9
LaBSE,Shrink back,English,34
LaBSE,hunchback,English,18
LaBSE,Euphemism,English,7
LaBSE,too good to be true,English,25
LaBSE,Cast a spell on,English,34
LaBSE,Put under a spell,English,34
LaBSE,Enchant,English,34
LaBSE,singing someone's praises,English,17
LaBSE,to praise highly,English,23
LaBSE,no redeeming qualities,English,5
LaBSE,cheap as chips,English,10
LaBSE,Gone to the dogs,English,0
LaBSE,a real piece of work,English,6
LaBSE,a bundle of nerves (sarcastically for flaws),English,45
LaBSE,full of character (ironic),English,45
LaBSE,a heavy price to pay,English,32
LaBSE,the cost of folly,English,11
LaBSE,sin,English,7
LaBSE,transgression,English,7
LaBSE,To mollycoddle,English,44
LaBSE,To wrap in cotton wool,English,44
LaBSE,To baby someone,English,17
LaBSE,A paragon of virtue,English,49
LaBSE,Ocean of talents,English,49
LaBSE,a bottomless pit of vices,English,11
LaBSE,vice personified,English,20
LaBSE,You can't make a silk purse out of a sow's ear,English,5
LaBSE,Gilding the lily (in reverse),English,45
LaBSE,gone down the drain,English,9
LaBSE,go to pot,English,36
LaBSE,cold-blooded murder,English,35
LaBSE,to do away with someone quietly,English,17
LaBSE,swelled head,English,37
LaBSE,Bring someone down to earth,English,17
LaBSE,Deflate one's ego,English,41
LaBSE,Take down a peg or two,English,41
LaBSE,Wallowing in the mud,English,0
LaBSE,Dipping one's hands in the gutter,English,41
LaBSE,A babe in the woods,English,3
LaBSE,weighty words,English,15
LaBSE,profound utterance,English,15
LaBSE,Solecism,English,7
LaBSE,Barbarism in language,English,49
LaBSE,Hard to swallow,English,21
LaBSE,The master's word is law,English,25
LaBSE,Gospel truth,English,49
LaBSE,Biting the hand that feeds you,English,31
LaBSE,The student has surpassed the master,English,25
LaBSE,Outdoing one's teacher,English,41
LaBSE,Oral tradition,English,49
LaBSE,Esoteric knowledge,English,49
LaBSE,Know your place,English,8
